Key_words,Definition,Url
Rashes,"Rashes  are marks or lesions on the skin — they can be red, pink, purple, flat or bumpy, itchy, scaly or pus filled. They can look different on different skin tones. Rashes can be caused by infections, allergic reactions, immune-system problems or by reactions to medicines. Most rashes are harmless and will go away without treatment, but some rashes are more serious and will need to be checked and treated by your doctor. The treatment of rashes depends on the cause, severity and location of the rash. If you or your child has a rash as well as difficulty breathing, wheezing, swelling of the tongue and throat, dizziness or collapse, you should see a doctor immediately, or call triple zero (000) and ask for an ambulance.",https://www.healthdirect.gov.au/kidney-failure
Raynaud's phenomenon,Raynaud's phenomenon causes parts of your body to feel numb and cool. About 1 in 5 females have Raynaud's phenomenon at some stage in their lives. There are 2 forms of Raynaud's phenomenon: primary Raynaud's phenomenon and secondary Raynaud's phenomenon.,https://www.healthdirect.gov.au/bowel-cancer
Restless legs syndrome,"Restless legs syndrome is a common condition where you have an urge to move your legs to relieve unpleasant sensations. Symptoms of restless legs syndrome are usually worse when you're trying to fall asleep and can prevent you from getting enough sleep. Restless legs syndrome can be caused by many different things, such as low iron and certain health conditions, but usually no underlying cause is found. It's common in late pregnancy and usually goes away after the baby is born.",https://www.healthdirect.gov.au/kidney-cancer
Retinal detachment,"Retinal detachment is when your retina separates from your eyeball. Retinal detachment can be caused by ageing, an eye injury or diabetic retinopathy. If your retina is damaged, you can lose your vision. Early treatment for retinal detachment can prevent vision loss.",https://www.healthdirect.gov.au/keratosis-pilaris
Retinitis pigmentosa,"Retinitis pigmentosa is a group of inherited eye disorders where damage to your retina causes permanent damage to your vision. The retina is a layer of tissue that lines the inside back part of your eye, with cells that detect light, capture images and send them to the brain through the optic nerve for your brain to interpret as vision. Symptoms include night blindness, loss of peripheral vision ('tunnel vision') and sensitivity to light. Your eye specialist can diagnose retinitis pigmentosa by doing eye tests that check your colour vision, peripheral vision and retina. There is no cure for retinitis pigmentosa and treatment focuses on maximising vision and managing light sensitivity.",https://www.healthdirect.gov.au/botulism
Rhabdomyolysis,"Rhabdomyolysis is a serious condition caused by the chemicals from muscle breakdown entering the bloodstream. Rhabdomyolysis can be caused by intense exercise, illegal drugs, alcohol, some medicines, injuries and illnesses. It is important to get treatment early to avoid life threatening complications. Kidney failure is a life-threatening complication of rhabdomyolysis. You many need to have fluids through an IV drip in hospital, medicines, surgery or dialysis to treat rhabdomyolysis.",https://www.healthdirect.gov.au/keratoconus
Rheumatic fever,"Rheumatic fever is an illness that can occur after an infection with group A streptococcus (strep A). Rheumatic fever affects many of your body's tissues, especially those in your heart, joints, brain and skin. Aboriginal and/or Torres Strait Islander children living in rural or remote areas are most at risk. Rheumatic fever can be prevented by preventing or treating strep A infections appropriately.",https://www.healthdirect.gov.au/borderline-personality-disorder-bpd
Rheumatic heart disease,Rheumatic heart disease is a condition that develops when your heart valves are damaged by rheumatic fever. Early diagnosis and treatment can help prevent the complications of rheumatic heart disease. Rheumatic heart disease can be prevented.,https://www.healthdirect.gov.au/kawasaki-disease
Rheumatoid arthritis,"Rheumatoid arthritis (RA) is a chronic (ongoing) condition that can cause pain, stiffness and swelling in your joints. RA is an autoimmune condition, where your immune system attacks the tissues lining your joints. Starting treatment as soon as possible helps avoid joint damage. You can slow down damage to your joints and treat pain with medicines, exercise and lifestyle changes.",https://www.healthdirect.gov.au/bone-cancer
Rosacea,"Rosacea is a common skin condition that most often affects your cheeks, chin and nose. There’s no cure for rosacea, but there are medicines available that can help control it. Many people with rosacea find that certain things trigger their symptoms.",https://www.healthdirect.gov.au/kaposi-sarcoma
Roseola infantum,"Roseola infantum (‘roseola’) is a contagious, common viral infection that can cause a high fever followed by a rash. Roseola spreads by coughing, sneezing and direct contact. There is no specific treatment for roseola. If your child has roseola, they will need to rest and drink fluids (water, breastmilk or formula) to stay hydrated. Your doctor may recommend paracetamol or ibuprofen to help with the fever. There is no vaccine for roseola.",https://www.healthdirect.gov.au/boils
Ross River virus infection,"Ross River virus is spread by the bite of infected mosquitoes. Symptoms of infection include joint pain, fever and rash. Most people feel better within a few weeks, but sometimes it can take a few months. There is no cure for Ross River virus infection, but pain relief medicines can help manage your symptoms. The best way to prevent Ross River virus infection is to avoid mosquito bites.",https://www.healthdirect.gov.au/jaw-dislocation
Rotavirus infection,Rotavirus infection is a contagious disease that can cause severe diarrhoea and dehydration. Other symptoms include fever and vomiting. It is very common in children under 6 months old. Rotavirus infection can be prevented by vaccination. The spread of rotavirus can be prevented by practicing good hygiene.,https://www.healthdirect.gov.au/japanese-encephalitis
SARS (Severe acute respiratory syndrome),"Severe acute respiratory syndrome (SARS) is a viral illness that can cause severe pneumonia. An international outbreak of SARS occurred in 2002 and 2003, in which 1 in 10 infected people died. Currently, SARS is not known to be spreading anywhere in the world. There is no cure or vaccine for SARS. In case of an outbreak, you can protect yourself by being careful with handwashing, social distancing, and personal hygiene.",https://www.healthdirect.gov.au/itchy-eyes
Sacroiliitis,"Sacroiliitis is inflammation of one or both of your sacroiliac joints, which connects part of your hip to the bottom of your spine. Lower back pain is the main symptom of sacroiliitis; it can be a sharp and stabbing pain, or dull and achy, felt at your lower back all the way down your leg and gets worse when you sit or stand for a while. There are many causes of sacroiliitis, including trauma, pregnancy, getting older, inflammatory diseases, infection or arthritis. Your doctor can diagnose you with sacroiliitis by doing a physical examination, asking you about your symptoms and medical history, ordering tests, asking you to move in different ways, and by injecting numbing solution into your joint to see if it makes your pain disappear. Treatments for sacroiliitis include medicines to help manage pain, physiotherapy, radiofrequency denervation or surgery.",https://www.healthdirect.gov.au/low-blood-pressure-hypotension
Salmonella,"Salmonella infection (salmonellosis) is a bowel infection caused by salmonella bacteria. It usually gets better by itself within a week, but some people need to take antibiotics. Some people can become very unwell with dehydration. You can catch salmonella from eating infected animal products or from contact with animals or sick people. You can prevent salmonella with good hygiene and safe food handling practices.",https://www.healthdirect.gov.au/iron-deficiency
Sarcoidosis,"Sarcoidosis is an inflammatory disease in which cells from the immune system cluster together to form tiny lumps in different parts of the body. Sarcoidosis usually happens in the lungs and nearby lymph nodes, but can occur anywhere in the body. The symptoms of sarcoidosis depend on what part of the body is affected. If your doctor suspects sarcoidosis, they will examine you and arrange for blood tests, imaging scans, lung function tests, or heart and eye examinations. Treatment involves medicines such as steroids, immune system suppressants or anti-inflammatories.",https://www.healthdirect.gov.au/high-blood-pressure-hypertension
Scarlet fever,"Scarlet fever is a type of bacterial throat infection that also features a red (scarlet) rash. It is caused by bacteria called group A streptococcus. Symptoms include a very red sore throat, swollen glands, fever and a red rash that feels like sandpaper. To diagnose scarlet fever your doctor will do a physical examination and take a swab from your throat to check for the bacteria. Scarlet fever is treated with antibiotics (usually penicillin).",https://www.healthdirect.gov.au/iodine-deficiency
Schizoaffective disorder,"Schizoaffective disorder is a mental health disorder that combines a mood disorder and schizophrenia. Symptoms of schizoaffective disorder include symptoms of psychosis, mania, and depression. The causes of schizoaffective disorder are unknown but are thought to include a combination of family history, changes in the brain and environmental factors. Treatment includes a combination of medicines, psychological therapy and counselling. Schizoaffective disorder cannot be prevented, but symptoms can be managed so the person diagnosed with this disorder can live a fulfilling life.",https://www.healthdirect.gov.au/invasive-staph-infections
Schizophrenia,"Schizophrenia is a mental illness that causes someone to have an altered experience of reality. People with schizophrenia may experience delusions and hallucinations. Most people with schizophrenia are not violent, but some may experience delusions or hallucinations that cause them to act aggressively. The main form of treatment for schizophrenia is antipsychotic medicines. With treatment, most people with schizophrenia can live productive and meaningful lives.",https://www.healthdirect.gov.au/sepsis-septicaemia
Sciatica,"Sciatica is a type of pain that starts in your back and goes down your leg. It can be caused by anything that presses on your sciatic nerve or its nerve roots in the spine. Most of the time, sciatica is not caused by anything serious and goes away with time. If you have symptoms of sciatica, see your doctor. You can try to prevent sciatica by exercising, maintaining good posture and lifting safely.",https://www.healthdirect.gov.au/insect-bites-and-stings
Scleroderma,"Scleroderma is a chronic (ongoing) condition that affects your connective tissues. Scleroderma is an autoimmune condition, where your immune system mistakenly attacks your body. The symptoms of scleroderma depend on the type of scleroderma you have, and which part of your body is affected. Most people with scleroderma have problems with skin thickening. While there is no cure for scleroderma, there are treatments available.",https://www.healthdirect.gov.au/blood-clots
Scoliosis,Scoliosis is the term for the sideways curvature of your spine. It can occur at any age but tends to start in older children and teenagers. Your treatment options depend on the severity of your scoliosis and how old you are. People with scoliosis may need to see their doctor regularly to check on its progress.,https://www.healthdirect.gov.au/ingrown-toenails
Scurvy,"Scurvy is a health condition that happens when you don’t get enough vitamin C from your diet for at least a few months. It used to happen on long distance ship travel (when it was hard to find fresh fruit and vegetables), but still happens in Australia today. Scurvy can give you tiredness, muscle pain, bruising, bleeding gums and other symptoms. Good sources of vitamin C include oranges, grapefruits, strawberries and kiwi fruit, broccoli, cabbage, capsicum, tomatoes and more.",https://www.healthdirect.gov.au/blindness
Seasonal affective disorder (SAD),"Seasonal affective disorder is a type of depression that comes at certain times of the year, usually in winter. Seasonal affective disorder is very rare in Australia. Symptoms can include lack of energy, overeating and sleeping too much. It is thought to be caused by the changes in light exposure in different seasons. Treatment includes antidepressant medicines, light therapy, vitamin D and counselling.",https://www.healthdirect.gov.au/ingrown-hair
Seborrhoeic dermatitis,"Seborrhoeic dermatitis is a form of skin inflammation that usually occurs on the scalp, face or torso, in or around areas that naturally produce an oily substance known as sebum. Seborrhoeic dermatitis that affects the scalp (skin on the head) in infants is called cradle cap. Seborrhoeic dermatitis looks like patches of oily, flaking or scaly skin. Sometimes, it may be caused by an immune reaction to a fungus (yeast infection) called Malassezia. Seborrhoeic dermatitis that appears during adolescence or adulthood can be a long-term condition, which may flare up from time to time.",https://www.healthdirect.gov.au/twitching-eye
Shigella (bowel infection),"Shigella infection is also called shigellosis — a type of infection of the stomach and intestines caused by the Shigella bacteria (germ). People can get infected through contaminated food or water. You can also catch Shigella from contact with an infected person. People of any age can get Shigella infection, but young children are the most likely to be infected. People with weak immune systems can have more severe illness. Symptoms include diarrhoea, fever, nausea, vomiting and stomach cramps. Treatment includes drinking liquids to prevent dehydration. Sometimes antibiotics are needed, which can also stop you spreading the germ to other people. Good hand hygiene and staying home when you are sick can reduce your chance of catching or spreading Shigella infection.",https://www.healthdirect.gov.au/about-infertility
Shin splints,Shin splints cause pain on the front of your lower leg. This pain is caused by inflammation of the muscles and tissues around your shin bone. Shin splints can be treated by resting and applying ice to the painful area. You can prevent shin splints by exercising an appropriate amount for your fitness level and wearing supportive shoes.,https://www.healthdirect.gov.au/blepharitis
Sickle cell anaemia,Sickle cell disease is a genetic disorder. People with sickle cell disease develop sickle cell anaemia. Sickle cell anaemia causes your red blood cells to be sickle shaped. Ongoing treatment helps you manage pain and reduces your chances of infection.,https://www.healthdirect.gov.au/incontinence
Silicosis,"Silicosis is a serious chronic (ongoing) lung condition caused by silica dust. If you work in construction, mining or tunnelling you may be exposed to harmful silica dust. Over time your lungs can become damaged, making it hard to breathe. Silicosis can be prevented but there is currently no cure.",https://www.healthdirect.gov.au/bleeding-after-menopause
Sinusitis,"Sinusitis is an inflammation of the hollow spaces in the skull between/behind the eyes, forehead and cheeks. Symptoms of sinusitis may include nasal discharge and obstruction, changes in smell and facial pain or pressure — symptoms may worsen when bending over or radiate to your teeth. Sinusitis is usually caused by a bacterial infection following a viral infection such as the common cold. You doctor can usually diagnose sinusitis by talking to you about your symptoms and by examining you. To treat sinusitis your doctor may prescribe medicines including regular pain relief, a saline nasal spray, a nasal decongestant, inhaled steroids or an antibiotic.",https://www.healthdirect.gov.au/urinary-incontinence
Sjögren’s syndrome,"Sjögren's syndrome is an autoimmune disorder where your immune system attacks the glands that produce your tears, saliva and sweat. Symptoms of Sjogren's syndrome include dry eyes, dry mouth and swelling of the glands in the face and neck areas. The exact cause of Sjögren's syndrome is unknown, though there seems to be a genetic influence. To diagnose Sjögren's syndrome, you doctor will ask you questions about your symptoms, examine you and may recommend various medical tests. There is no cure for Sjögren's syndrome but there are many treatments available to help relieve symptoms.",https://www.healthdirect.gov.au/bladder-prolapse
Skin tags (acrochordons),"Skin tags (also known as 'acrochordons') are small growths that hang on the skin. They are common, especially as a person ages, and don't cause any harm. Skin tags tend to develop when the skin rubs together, such as armpits, anus, thighs, eyelids and neck, and are more common in people living with overweight and obesity who have folds of skin. There is no medical need to remove a skin tag. If a skin tag is bothering you or you don't like its appearance, talk to your doctor about getting it removed.",https://www.healthdirect.gov.au/impetigo
Sleep paralysis,"Sleep paralysis is when you go from a state of being asleep to being awake, but cannot move your muscles. It can be scary but, only lasts a short time and doesn’t cause any harm. During an episode of sleep paralysis, you might hallucinate, like feeling the presence of someone in your room. Sleep paralysis can be caused by irregular sleeping patterns or not getting enough sleep. Usually you don’t need and treatment, but episodes can be prevented by maintaining healthy sleep habits.",https://www.healthdirect.gov.au/bladder-cancer
Smallpox,"Smallpox is a very contagious, serious viral illness that in the past killed millions of people worldwide. Smallpox was eradicated from the world through vaccination. There is no cure for smallpox, but vaccination can prevent you catching it. The Australian Government has a smallpox emergency management plan to control a potential outbreak. Monkeypox is a viral illness that is related to smallpox and has similar symptoms, but it is usually less severe, and most people get better.",https://www.healthdirect.gov.au/irritable-bowel-syndrome-ibs
Snake bites,"Always seek emergency medical treatment for snake bites, as they can be life-threatening. Snake bites are either venomous (if the snake has injected venom into your body) or ‘dry’ (if no venom is injected). Snake bites may cause pain and swelling around the site of the bite, or there may be very few signs left on the skin. Symptoms that snake venom has entered your body may include dizziness, blurred vision, breathing difficulties, nausea, muscle weakness or paralysis. Most snake bites occur when snakes are disturbed; the best way to prevent being bitten is by avoiding snakes altogether.",https://www.healthdirect.gov.au/hypothyroidism
Social anxiety,"Social anxiety disorder, or social phobia, is an excessive fear of social situations. Social anxiety disorder can disrupt your daily life and prevent you from doing things you want to do. The most effective treatment for social anxiety is psychological therapy, such as cognitive behavioural therapy. If you think you have social anxiety disorder, talk to your doctor — they can give you advice and refer you to further help.",https://www.healthdirect.gov.au/sea-creature-stings
Social behaviour disorders,"Social behaviour disorders affect a person's ability to manage their behaviour in a positive way. Antisocial behaviour is more common during childhood and early teenage years. Common disorders include oppositional defiant disorder, intermittent explosive disorder, conduct disorder and kleptomania. Diagnosis involves meeting with professionals who will talk with the person affected, observe their behaviour and rule out other mental health conditions. Treatment may include cognitive behavioural therapy (CBT), family therapy or medicines.",https://www.healthdirect.gov.au/hypoglycaemia-low-blood-sugar
Spider bites,"A funnel-web spider bite is a medical emergency, and you should call an ambulance. Most redback spider bites can be treated at home. White tail spiders aren’t considered dangerous to humans. In some people, spider bites can cause anaphylaxis (a severe allergic reaction).",https://www.healthdirect.gov.au/hypochondria
Spina bifida,"Spina bifida is a type of neural tube defect where the baby’s spine and spinal cord do not develop properly during the first month of pregnancy, sometimes causing health problems. In severe cases, it leaves the spine exposed and easily damaged after birth. Symptoms may include leg weakness or mobility issues, incontinence and learning difficulties. Treatment includes surgery and management of health issues caused by spina bifida. Taking a folic acid supplement when planning a pregnancy, and for the first 3 months after conception, is the best way to prevent spina bifida.",https://www.healthdirect.gov.au/what-is-a-congenital-disorder
Spinal cord injuries,"A spinal cord injury is damage to your spinal cord that causes a loss of mobility, sensation and reflexes. Spinal cord injury symptoms include loss of movement or feeling in your body below the site of your injury, difficulty breathing, pain, loss of bladder and/or bowel control and being in an altered state of consciousness. Spinal cord injuries can be caused by sudden trauma to your spinal cord during an accident, or more rarely by a health condition such as cancer, infection or inflammation. Treatment of a spinal cord injury will include surgery to stabilise your spine, followed by rehabilitation where you will learn new skills to manage your injury. Spinal cord injuries can lead to paralysis, incontinence, breathing problems, sexual and fertility problems, and pressure sores.",https://www.healthdirect.gov.au/bipolar-disorder
Spinal disc problems,"Between each of the bones in your spine, you have a gel-filled disc that acts like a shock absorber. Your discs can break down as you get older. If some of the gel bulges out of a disc, it can press on a nerve, causing pain, numbness or weakness. Most of the time, the pain gets better by itself without needing scans or surgery. You can look after your spinal discs by maintaining good posture and a healthy weight, practising safe lifting and doing muscle strengthening exercises.",https://www.healthdirect.gov.au/benign-prostate-hypertrophy
Spinal muscular atrophy (SMA),"Spinal muscular atrophy (SMA) is a genetic condition. It affects the nerves called motor neurons. SMA is the childhood version of motor neurone disease. Although there is no cure for spinal muscular atrophy, there are new treatments available.",https://www.healthdirect.gov.au/bells-palsy
Spinal stenosis,"Spinal stenosis is a narrowing of the canal in which the spinal cord sits. Symptoms can include numbness, weakness or tingling in the limbs, neck or back pain, bowel or bladder problems and difficulties with walking or balance. Spinal stenosis is usually caused by arthritis, most often after the age of 50. To diagnose spinal stenosis, your doctor may refer you for imaging scans such as an x-ray, MRI or CT scan. Management options include physiotherapy, medicines and surgery.",https://www.healthdirect.gov.au/basal-cell-carcinoma
Sprains and strains,"Sprains and strains are injuries to the soft tissues that connect, support and surround bones and organs. Sprains involve stretching or tearing of ligaments and happen often to the ankles, knees and wrists. Strains involve stretching or tearing of muscles or tendons and happen often to the back and legs. Both sprains and strains can cause pain, swelling, bruising and difficulty using the injured area. Treatment involves rest, ice, compression and elevation, followed by physiotherapy.",https://www.healthdirect.gov.au/bartholins-cysts
Squamous cell carcinoma (SCC),"Squamous cell carcinoma (SCC) is a common type of skin cancer that occurs on your skin in places where you’ve been exposed to sun. If you notice a sore, scab or scaly patch of skin that doesn’t heal within 2 months, see a doctor. It’s usually possible for a doctor to completely remove your SCC. The best way to prevent SCC is to avoid sunburn. Check your skin regularly so you will notice any changes.",https://www.healthdirect.gov.au/barmah-forest-virus-infection
Staph infections,"Staphylococcus (staph) bacteria are a common type of bacteria, which don’t usually cause any harm. There are many different types of staph infection. Your symptoms will depend on the type of infection that you’ve got. Most staph skin infections are treated with antibiotic medicine. Good hygiene can help prevent staph infections.",https://www.healthdirect.gov.au/male-pattern-baldness
Stomach cancer,"Stomach cancer mainly affects people over 60 years of age. Symptoms of stomach cancer include heartburn, abdominal (tummy) pain or swelling and unexplained weight loss. Endoscopy is used to look at and biopsy (take a sample) of your stomach to diagnose stomach cancer. Stomach cancer is usually treated with surgery to remove part or all of your stomach, sometimes followed by other treatments, such as chemotherapy. You can reduce your risk of stomach cancer by limiting salty and pickled foods in your diet and quitting smoking.",https://www.healthdirect.gov.au/balanitis
Stomach ulcers,A stomach ulcer is an open sore in the lining of your stomach. Stomach ulcers are usually caused by an infection from the bacteria helicobacter pylori or from taking non-steroidal anti-inflammatory medicines. Stomach ulcers are usually treated with medicines to reduce the amount of acid in your stomach — your doctor will prescribe these with or without antibiotics. The complications of stomach ulcers can be life-threatening and include bleeding in your stomach.,https://www.healthdirect.gov.au/bakers-cysts
Strep throat,"Strep throat is caused by a bacteria called streptococcus pyogenes. Strep throat can cause a sore throat, fever, fatigue and a sore neck. Your doctor may take a throat swab to diagnose strep throat. Strep throat can cause complications such as rheumatic fever and scarlet fever. If you are at risk of complications, your doctor may give you antibiotics to treat strep throat.",https://www.healthdirect.gov.au/bacterial-vaginosis
Stye,"A stye is a small, painful lump on your eyelid, sometimes filled with pus. Styes are generally caused by bacterial infections of eyelash follicles. They usually clear up on their own, but it may take up to 6 months for the lump to disappear completely. You can help the healing process by applying warm compresses; antibiotics may be needed if the skin becomes red and swollen. You should see your doctor right away if you have signs of cellulitis, a rare but serious complication.",https://www.healthdirect.gov.au/pneumonia
Sunburn and sun protection,"Sunburn happens when you are exposed to ultraviolet (UV) radiation from the sun. To prevent sunburn, you can use sun protection such as sunscreen. If you have a sunburn, you can soothe your symptoms with lotions. Repeated sunburns can lead to wrinkled skin and skin cancer.",https://www.healthdirect.gov.au/bacterial-infections
Syphilis,"Syphilis is a sexually transmitted infection (STI). It is caused by bacteria and is easy to cure if found early. There are 4 stages of syphilis infection: primary, secondary, latent, and tertiary. If not treated, syphilis can lead to serious complications in your brain, eyes and heart. There are ways you can reduce the spread of syphilis, as well as reduce your risk of catching it.",https://www.healthdirect.gov.au/back-pain
TB (tuberculosis),"Tuberculosis (TB) is an infectious disease that can affect any part of your body, most commonly your lungs. TB can be latent (where you don’t have any symptoms and are not infectious), or active (where you are unwell). The tuberculin skin test or a blood test can check if you have been infected with TB. TB can be treated with a combination of antibiotics that you will need to take for at least 6 months. The BCG vaccine prevents you becoming very unwell with TB, but it is only recommended in Australia for people at high risk of exposure to TB.",https://www.healthdirect.gov.au/back-injuries
TIA (Transient ischaemic attack),"A transient ischaemic attack (TIA) happens when the blood supply to your brain is temporarily blocked. Your symptoms will vary depending on which part of the brain is affected. You may experience visual disturbances, speech disturbances, weakness on one side of your body or dizziness, nausea, and vomiting, usually lasting less than an hour. You should never ignore TIA symptoms. You have a high risk of having a stroke in the hours and days after a TIA, even if your symptoms go away. If you've had a TIA, talk to your doctor about treatment to reduce your risk of having a stroke in future.",https://www.healthdirect.gov.au/autism
Tapeworm,"Tapeworms (taeniasis) are a type of parasite that live in the intestines of animals. Humans can become infected by eating or drinking tapeworm eggs or larvae (immature tapeworms) in contaminated meat or water. People with tapeworm infection often have no symptoms, but if you do have symptoms, they will depend on the type of tapeworm you have and where it is in your body. Tapeworm infection can be diagnosed with a stool (poo) sample and/or a blood test. Tapeworm infection is usually treated with medicine.",https://www.healthdirect.gov.au/atrial-fibrillation
Tay-Sachs disease,"Tay-Sachs disease is a genetic disorder caused by a deficiency in an enzyme that is needed for the brain to function properly. Children with Tay-Sachs disease are born healthy, but start developing symptoms from about 6 months of age, including stopping smiling, crawling or turning over, blindness, paralysis, low muscle tone and seizures. There are 3 main types of Tay-Sachs disease: infantile (the most common), juvenile and late-onset. Tay-Sachs disease is more common in some ethnic groups, and there are genetic screening programs offered for these groups. There is currently no cure or effective treatment for Tay-Sachs disease.",https://www.healthdirect.gov.au/tinea
Teeth grinding,Teeth grinding or bruxism is when you grind or clench your teeth. It is often caused by stress and anxiety and can happen at night while you are sleeping. Young children sometimes grind their teeth but usually grow out of it. Treatment includes relaxation techniques and counselling. You can also get a mouthguard or splint to help protect your teeth.,https://www.healthdirect.gov.au/astigmatism
Temporomandibular joint dysfunction,"The temporomandibular joint (TMJ) connects your jaw to your skull. Symptoms of TMJ dysfunction include pain, abnormal jaw movements and noises in the joint. There are many possible causes of temporomandibular joint dysfunction. The main treatment is resting the jaw joint.",https://www.healthdirect.gov.au/asthma-and-pregnancy
Tendonitis,"Tendinitis (also called tendonitis or tendinopathy) is an inflamed tendon. Tendons are the bands of tissue that connect muscles to bones and help the body to move. Tendinitis is usually caused by repeated excessive use and load on a particular tendon. The main symptoms of tendinitis are pain, reduced motion, swelling and weakness. Tendinitis often gets better with rest, but treatment may be needed if the pain persists.",https://www.healthdirect.gov.au/asthma
Tennis elbow,"Tennis elbow, or lateral epicondylitis, causes elbow pain and forearm weakness. It's caused by repeated use of your wrist or arm. Tennis elbow usually gets better on its own. You can prevent tennis elbow by keeping your arm properly positioned when you are at work or doing leisure activities.",https://www.healthdirect.gov.au/aspergers-syndrome
Tension headache,"A tension headache is a feeling of tightness or pressure around your head. Most people will have a tension headache at least once in their lives. Tension headaches can be triggered by stress, dehydration, eye strain, caffeine withdrawal or poor posture. A tension headache will usually go away with over-the-counter pain medicines, rest, a heat pack or massage. Maintaining a healthy lifestyle and learning stress management techniques can help prevent tension headaches.",https://www.healthdirect.gov.au/asbestosis
Testicular cancer,"Testicular cancer is a cancer that develops in your testicles, the two small, egg-shaped glands behind your penis. With treatment, more than 9 out of 10 people with testicular cancer can be cured. Treatment for testicular cancer depends on your circumstance, and you may need to have the affected testicle surgically removed. Having one testicle removed will not usually affect your fertility, and your remaining testicle should produce enough testosterone for normal functioning. You should regularly check your testicles for any lumps or swelling, and see your doctor if you notice any changes.",https://www.healthdirect.gov.au/arthritis-and-children-juvenile-arthritis
Testicular torsion,"Testicular torsion is when your testicle twists around, cutting off its blood supply. It causes sudden, severe pain and swelling in your scrotum. Testicular torsion needs emergency surgery to prevent permanent damage to your testicle. During surgery, the testicle is untwisted and stitched in place so it can't twist again. Testicular torsion is most common in teenagers, but it can occur at any age.",https://www.healthdirect.gov.au/arthritis
Tetanus,"Tetanus is a serious bacterial infection that affects the nerves in the brain and spinal cord, causing painful muscle spasms throughout the body. Because of vaccination, few people now get tetanus in Australia. Tetanus bacteria live mainly in soil, dust and manure, but can be found anywhere. You can become infected if the bacterium enters your bloodstream through an open wound. Tetanus can be prevented with vaccination, but immunity lessens over time, so booster doses are needed to ensure you are protected.",https://www.healthdirect.gov.au/heart-arrhythmias
Thalassaemia,"Thalassaemia is an inherited genetic disorder that affects the blood and causes lifelong anaemia. People with thalassaemia do not produce enough healthy haemoglobin, which carries oxygen around the body. There are many different types of genetic mutations that cause thalassemia and symptoms depend on which mutation a person has. Thalassemia is diagnosed with blood tests and a genetic test. People with thalassaemia can usually live a relatively normal life with regular treatment.",https://www.healthdirect.gov.au/apraxia-of-speech
Threadworms (pinworms),"Threadworms are tiny white worms that can live in your intestines. They are most common in children, and cause itching around the anal area. You can catch threadworm if you get worm eggs on your hands and put your hands in your mouth. You can treat threadworm with a single dose of medicine available over-the-counter from the pharmacy. To prevent the spread of threadworm, treat the whole family at the same time and encourage good hygiene.",https://www.healthdirect.gov.au/appendicitis
Throat cancer,"Throat cancer includes cancers that grow in the pharynx (back of the throat). The main risk factors for throat cancer are smoking, drinking alcohol and infection with certain viruses. Symptoms of throat cancer include feeling a lump in your throat or neck, difficulty swallowing and having a sore throat or cough that won't go away. Throat cancer is usually treated with surgery, sometimes followed by radiotherapy or chemotherapy. You can reduce your risk of throat cancer by quitting smoking and reducing your alcohol intake.",https://www.healthdirect.gov.au/obstructive-sleep-apnoea
Thrombocytopenia,Thrombocytopenia is when you have low levels of platelets in your blood. Platelets are blood cell fragments that help your blood to clot. There are many causes of thrombocytopenia. Treatment depends on the cause of your thrombocytopenia.,https://www.healthdirect.gov.au/aphasia
Thrombosis,"Thrombosis occurs when a blood clot forms in an artery or vein. Diseases caused by thrombosis include stroke, heart attack, peripheral vascular disease, superficial venous thrombosis, deep vein thrombosis (DVT) and pulmonary embolism. Many types of thrombosis can be life-threatening. You may need medicines to dissolve the clot. If you are at a high risk of thrombosis, your doctor may recommend medicines to thin your blood and reduce your risk.",https://www.healthdirect.gov.au/apert-syndrome
Thunderstorm asthma,"Thunderstorm asthma is asthma triggered by a mixture of grass pollen in the air and thunderstorm conditions. Symptoms include shortness of breath, chest tightness, wheezing and persistent coughing. The risk is highest in adults who are sensitive to grass pollen and have seasonal hay fever. If your thunderstorm asthma symptoms are moderate or mild, you should use your asthma inhaler ('puffer'). If you are allergic to pollen, stay indoors before, during and after thunderstorms in pollen seasons.",https://www.healthdirect.gov.au/aortic-stenosis
Thyroid cancer,"Thyroid cancer happens when cells in the thyroid gland grow abnormally and form a tumour. Thyroid cancer can cause a lump in your neck, changes to your voice and difficulty swallowing or breathing. Your risk of thyroid cancer is higher if you’re female, if you’ve had exposure to radiation or have some thyroid and genetic conditions. Most cases of thyroid cancer are treatable — your doctor will diagnose you and recommend the best treatment for your situation. Thyroid cancer is usually treated with surgery with or without chemotherapy, radioactive iodine treatment, radiotherapy, targeted therapy or immunotherapy.",https://www.healthdirect.gov.au/aortic-dissection
Thyroid diseases,"The thyroid is a gland in your neck that helps control many of your body's most important functions. If your thyroid becomes overactive (hyperthyroidism) or underactive (hypothyroidism), you can experience a range of health problems. Once diagnosed, most thyroid problems can usually be treated effectively.",https://www.healthdirect.gov.au/aortic-coarctation
Toenail infection,"Toenail infections are common and are caused by a fungus, which often spreads from tinea on your foot. If your toenail is infected it may look thickened, crumbly and discoloured and the nail may be destroyed if the infection is not treated. Most toenail infections need to be treated with oral antifungal medicine for several months, as creams don’t usually work. You can prevent fungal toenail infections by keeping your feet clean and dry, wearing shoes that allow air flow and not walking barefoot in public pools and showers. Paronychia is an infection of the skin next to your nail, usually caused by bacteria, with pain, redness and pus.",https://www.healthdirect.gov.au/anthrax
